Comment ID,Comment,Category
349,id really appreciate a study into the potential advantages of meta materials in manipulating light emf heat and even replacing silicon as semiconductors nearly every industry can benefit from the improvements and cost reductions meta materials can provide really enjoy your videos thank you,Product/Subject
350,i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,Product/Subject
351,i love the one about the hydrogen fuel cellsconsidering this technology has been around for about 20 yearsjust hasnt been used due to a lack of pressure on the industry and the fact that the patent was buried by large corporate interests,Product/Subject
352,i like the meme that says ‘if it bites you and you die it’s venomous if you bite it and you die it’s poisonous’ i actually think it sums it up pretty clearly,Misc./Spam
353,i wish that when people talked about types of skin damage theyd acknowledge what that looks like for people with darker skin we dont get red rashes after sunburn even my darkest bruises are often difficult to spot because of hyperpigmentation the stages of healing for cuts looks vastly different because we dont see the same change in colors around the wound sight not to mention when you look for images to identify clinical signs 99 of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues,Misc./Spam
354,she has a very effective way of delivering information in a way that is accessible love her,Creator
355,if the lead singer is bret michaels then im sure it is poison that had me laughing for ages,Misc./Spam
356,anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist,Creator
357,poison support is one of the more interesting ones of this series im glad to see anne back in the seat and schooling us hoping for more,Creator
358,my son had botox injections in his legs for years to relax his muscles enough so he could wear splits he has cerebral palsy its crazy knowing that this life changing treatment is also the most dangerous poison,Product/Subject
359,my mom wouldve gone nuts for you while i was growing up lol her big parent fear was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure i didnt touch the pesticides for the farm once she figured out she could call pbs and theyd send her mr yuck stickers the house and barn were covered in them,Misc./Spam
360,i love how she says that it is poison in the right dose instead of the wrong dose,Creator
361,i love how genuine her reactions were Ive had fun watching this and not only I was really interested to see what each one of those gadgets did,Creator
362,the fact he didnt buy the nicholas cage spoon is outrageous,Product/Subject
363,i have to say it after watching this video it feels like the journey youre on this year has been effective it simply feels like youre enjoying life and its what i enjoy most about watching your videos you manage to pass that joy on just the musings of a random stranger,Creator
364,i havent laughed like this for years oh my gosh arun youve nailed this one wendi,Creator
365,quality quality quality is everything about this channel arun makes my mood happier video after video lets be serious the best part about this channel is arun making his jokes and when he shows tech,Creator
366,15 spin launch 015 14 graphene 159 13 gps 3 333 12 floating farms 453 11 edge computing 621 10 selfhealing concrete 811 9 hydrogen fuel cells 936 8 satellite constellations 1102 7 gpt3 1217 6 connected homes 1333 5 lithium metal battery 1446 4 3d printing 1559 3 blockchain 1714 2 fighting fire with sound 1827 1 quantum computing,Product/Subject
367,if machines produce everything we need the outcome will depend on how things are distributed everyone can enjoy a life of luxurious leisure if the machineproduced wealth is shared or most people can end up miserably poor if the machineowners successfully lobby against wealth redistribution so far the trend seems to be toward the second option with technology driving everincreasing inequality stephen hawking,Misc./Spam
368,as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach this is why even online video games avoid client side scripting it is a huge vector for exploit it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself,Product/Subject
369,715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,Product/Subject
370,selfhealing concrete is on paper a really good idea there is just one small problem with it and comes from the fact that we are not using limestone for buildings as limestone has this one tiny problem with being rather frail yes it will make the concrete last a big longer but it will also make it harder to see where the weaknesses of the structure is and only really postpone the disaster if at all,Product/Subject
371,ive read that hydrogen can work its way through any container material in your piece about graphen it was stated that it is impermiable to gases even the lightest one assuming the narrator meant hydrogen it might be a solution to the long term storage of hydrogen perhaps,Product/Subject
372,the fire suppression without water was incredible it could save many lives and property especially if it could be auto activated like a heat detector imagine how much property and how many sleeping people could be saved especially if this had a built in alarm and was rigged to keep hallways clear of fire what an inventionwow,Product/Subject
373,id really appreciate a study into the potential advantages of meta materials in manipulating light emf heat and even replacing silicon as semiconductors nearly every industry can benefit from the improvements and cost reductions meta materials can provide really enjoy your videos thank you,Product/Subject
374,i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,Product/Subject
375,i love the one about the hydrogen fuel cellsconsidering this technology has been around for about 20 yearsjust hasnt been used due to a lack of pressure on the industry and the fact that the patent was buried by large corporate interests,Product/Subject
376,i like the meme that says ‘if it bites you and you die it’s venomous if you bite it and you die it’s poisonous’ i actually think it sums it up pretty clearly,Misc./Spam
377,i wish that when people talked about types of skin damage theyd acknowledge what that looks like for people with darker skin we dont get red rashes after sunburn even my darkest bruises are often difficult to spot because of hyperpigmentation the stages of healing for cuts looks vastly different because we dont see the same change in colors around the wound sight not to mention when you look for images to identify clinical signs 99 of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues,Misc./Spam
378,she has a very effective way of delivering information in a way that is accessible love her,Creator
379,if the lead singer is bret michaels then im sure it is poison that had me laughing for ages,Misc./Spam
380,anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist,Creator
381,poison support is one of the more interesting ones of this series im glad to see anne back in the seat and schooling us hoping for more,Creator
382,my son had botox injections in his legs for years to relax his muscles enough so he could wear splits he has cerebral palsy its crazy knowing that this life changing treatment is also the most dangerous poison,Product/Subject
383,my mom wouldve gone nuts for you while i was growing up lol her big parent fear was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure i didnt touch the pesticides for the farm once she figured out she could call pbs and theyd send her mr yuck stickers the house and barn were covered in them,Misc./Spam
384,i love how she says that it is poison in the right dose instead of the wrong dose,Creator
385,i love how genuine her reactions were Ive had fun watching this and not only I was really interested to see what each one of those gadgets did,Creator
386,the fact he didnt buy the nicholas cage spoon is outrageous,Product/Subject
387,i have to say it after watching this video it feels like the journey youre on this year has been effective it simply feels like youre enjoying life and its what i enjoy most about watching your videos you manage to pass that joy on just the musings of a random stranger,Creator
388,i havent laughed like this for years oh my gosh arun youve nailed this one wendi,Creator
389,quality quality quality is everything about this channel arun makes my mood happier video after video lets be serious the best part about this channel is arun making his jokes and when he shows tech,Creator
390,15 spin launch 015 14 graphene 159 13 gps 3 333 12 floating farms 453 11 edge computing 621 10 selfhealing concrete 811 9 hydrogen fuel cells 936 8 satellite constellations 1102 7 gpt3 1217 6 connected homes 1333 5 lithium metal battery 1446 4 3d printing 1559 3 blockchain 1714 2 fighting fire with sound 1827 1 quantum computing,Product/Subject
391,if machines produce everything we need the outcome will depend on how things are distributed everyone can enjoy a life of luxurious leisure if the machineproduced wealth is shared or most people can end up miserably poor if the machineowners successfully lobby against wealth redistribution so far the trend seems to be toward the second option with technology driving everincreasing inequality stephen hawking,Misc./Spam
392,as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach this is why even online video games avoid client side scripting it is a huge vector for exploit it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself,Product/Subject
393,715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,Product/Subject
394,"""ive been wanting to make this video for such a long time that royole display was just so hard to get hold of by holy cow was it worth it to check out my other ridiculous tech unboxings""",Product/Subject
395,"""his search history “thinnest windows laptop” “thinnest keyboard” “world’s thinnest mouse” “thinnest charger” “is it legal to employ a cat” “can cats edit youtube videos” “thinnest rickroll in the world” “thinnest rick astley”""",Product/Subject
396,"""i’d say the coolest thing in this video is the desk pc saves room and it’s cool to see the desk but i wonder how much it cost and if it’s worth buying""",Product/Subject
397,"""im just here to say thank you to him the generosity he has shown will forever be in my heart thanks for the perfect job""",Creator
398,"""i own a remarkable 2 and that feeling surreal to hold was the same thing i felt when i got it its great for anyone wanting a device to write with for school and so much thinner and easier to carry around than a notebook or binder especially since you can import and export pdfs for downloading and submitting assignments online""",Product/Subject
399,"""man i love how he went from a smartphone focused creator to just all inventions overall this is incredible keep it up arun""",Creator
400,"""that desk pc is now on my bucket list""",Product/Subject
401,"""i love the fact that you put hilarious search histories at 233 this is the kind of content youtubers need to make keep up the good work""",Creator
402,"""in spite of the huge upgrades especially for the pro models it would be interesting to see how many will upgrade to the iphone 14 lineup given that the iphone 13 lineup is as popular as ever""",Product/Subject
403,"""honestly can’t wait for the camera testing you do on the pros as a iphone 8 user anything will be an improvement though lol""",Product/Subject
404,"""i’ve been holding out cause i just felt it wasn’t worth upgrading but with everything coming to the 14 pro and the diminishing battery on my current iphone x it might be time to retire my phone after 5 years""",Product/Subject
405,"""definitely upgrading from my 12 pro max to the 14 pro max ill get at least half the cost of the new phone back with trade in major upgrade in battery camera and the screen""",Product/Subject
406,"""in my opinion the 13 mini is the best phone ever made seems i’m in a minority but it’s brilliant""",Product/Subject
407,"""eh i’m sticking with my 13 pro max until probably the 15 or 16 the cameras on the 14 pros are literally the biggest worthwhile change this year imo""",Product/Subject
408,"""im going to wait for the scheduled iphone 15 pro which will be scheduled to release in october 2023 if everything goes to plan it is expected to have a usb c port and faster charging like the iphone 14 series this is what really matters for me""",Product/Subject
409,"""im getting the pro been using the 12 pro max since it came out and i think its too big for one hand use""",Product/Subject
410,"""i think we need to have period support with a gynecologist next im dying to answer some period health questions""",Misc./Spam
411,"""this guy is so professional and has such a calm aura about him exactly what i would like my doctor to have""",Creator
412,"""this guy is just wonderful i like that sense of humor in a doctor dr what is wrong with me yes""",Creator
413,"""109 ‘no just you’ actually got me i love how they choose professionals with such great fun and easy going personalitiesit makes science a little less nerdy""",Creator
414,"""seriously how are these weird topics so engaging probably the professionals they feature but this is a fantastic series""",Creator
415,"""as someone with ulcerative colitis im glad to see gastrointestinal issues being put on the spotlight as well as a specialist educating people on this taking care of yourself before it becomes chronic is key""",Misc./Spam
416,"""had the pleasure of working at the same practice as dr iroku during his time in nc he truly is just as nice in person as he appears in this video so nice to see a familiar face""",Creator
417,"""dr iroku has nailed perfect balance of being fun and informative while remaining professional perfect for this series""",Creator
418,"""reminder do not fall for the fake telegram and whatsapp accounts trying to have you claim a prize through texting them its fake and a scam i personally contact the winners through my official account only""",Misc./Spam
419,"""this was one of the best cool tech episodes in a while wow that pocket operator was awesome and i dont even make music""",Product/Subject
420,"""120 led message panel 244 8k4k hdmi 21 switcher 357 womier phantom keyboard 617 pocket operator 852 behringer um2 audio interface""",Product/Subject
421,"""i used to have that audio interface 1010 for those who wanna switch from a usb mic to xlr great choice of items this month frank""",Product/Subject
422,"""love those pocket operators never heard of them until this video and now ive done a ton of research on em lol would like to pick one up someday thanks for bringing this dope tech to our attention good sir""",Product/Subject
423,"""that led message board is super cool so many options for use love watching your videos and seeing all of the cool affordable tech""",Product/Subject
424,"""love the wormier keyboard i have a full size keyboard and the compact option looks amazing and will be a better fit for my small desk""",Product/Subject
425,"""i love how theres infinite possibilities that you can do with the pocket operator would love to pick up one of those for exploring it""",Product/Subject
426,"""my favorite cool tech gadget in this episode was definitely the audio interface as i am starting to get into the streaming world great episode and for the amazing content""",Product/Subject
427,"""teachers there are no stupid questions wolfgang puck well tracey thats a stupid question""",Misc./Spam
428,"""hes a nice fun guy he told my dad at an event my dad was cooking at that he had never seen so many steaks cooked so perfectly so quickly and its one of his favorite memories we have a signed picture with him and my parents in it d""",Creator
429,"""i think its kinda cool that elizabeth haigh sent the tweet about nervous breakdowns the same month she opened her restaurant and now that her question is being answered she has a michellin star""",Misc./Spam
430,"""i like that he mentioned the omelette thing many years ago i took culinary classes when i considered trying to become a chef and an instructor i had emphasized the importance of a good omelette for restaurant interviews glad to know i wasnt led astray in that""",Misc./Spam
431,"""i can’t wait to put edible flowers all over my morning cheerios""",Misc./Spam
432,"""i love how hes wearing a bracelet that says allergic to stupidity""",Misc./Spam
433,"""the price of todays bikes is absolutely bonkers doesnt make any sense whatsoever if you compare it to motorcycles or even cars""",Product/Subject
434,"""the price of the roadgoing kawasaki really tells how overpriced the push bikes are""",Product/Subject
435,"""fun fact about horsepower its the amount of power a horse can sustain for an entire day so a galloping horse actually has 15 horsepower""",Misc./Spam
436,"""i love and ride both types of two wheeled transportation gcntech your talking my language""",Product/Subject
437,"""this was a fascinating look at something i love by some genuinely interested people i will add that you can build a significantly cheaper race bike for a lower key series and still have fun on the track i have a minitwin which is relatively cheap to run but a friend of mine has a litre plus missile and every time he crashes it it costs about £5k and six months at least to fix however i far prefer long adventure rides to whizzing around the track all of which you can do on a minitwin""",Product/Subject
438,"""next week on battle of the tech hank vs golden retriever""",Misc./Spam
439,"""you left off the most important consideration how many bottle holders do you have""",Misc./Spam
440,"""hopefully you were able to interview some of the riders who train on bicycles""",Misc./Spam
441,"""as a lapsed superbike obsessive it always bothered me hearing gcn call top road bikes superbikes now i mostly watch cycling and im used to it""",Misc./Spam
442,"""hanging onto my 8t for now curious to see what oneplus does after the 10 overall coz the 9 10 didnt move me they keep constantly moving from what made them great with each variant the oneplus 6 being their last great phone""",Product/Subject
443,"""i’ve always wondered what it’s like for a tech reviewer to be constantly switching phones would love to see a how i set up my phone from a tech reviewer type video or something similar""",Misc./Spam
444,"""i’m waiting for the oneplus 10s or p or q""",Product/Subject
445,"""pretty happy with the oneplus 9 camera is killer for sunny days on the beach the oneplus carbon fiber case makes it feel excellent in the hand""",Product/Subject
446,"""oneplus have been making some solid looking hardware these days that being said it does feel like they have been sort of trying to become the next samsung with the number of phones that they have been launching""",Product/Subject
447,"""oppo did oneplus so dirty heart breaks for oneplus fans rip oxygen os and oneplus""",Product/Subject
448,"""man oneplus is in the wrong direction after carl pei left from flagship killer to forgettable company""",Product/Subject
449,"""depends on the company lol my company was on a hiring freeze from 20212022 and now is hiring software engineers en masse""",Misc./Spam
450,"""nice one zoe great job keep us up to date on the latest computer programming news great job""",Creator
451,"""lots of profit negative tech startup companies with an over abundant of overpaid employees…honestly who hasn’t seen this coming""",Misc./Spam
452,"""its just usual trimming of the fluff when excess liquidity is withdrawn its important to do it before you get to the down rounds that way vcs can decide which baby chicks to feed and which ones to shove out of the nest""",Misc./Spam
453,"""what slowdown lol it was abnormally fast and now with the recession vcs realized many of these startups aren’t profitable so they laid off people the big ones are still hiring and tech adoption isn’t nearly as much for it to slow down anytime soon""",Misc./Spam
454,"""i work in cybersecurity it hasn’t slowed down much because you can’t just stop securing your systems""",Misc./Spam
455,"""slow hirings may be caused by a rapid rising labor cost in hi tech ind""",Misc./Spam
456,"""thats really a problem with service economy most tech companies dont even produce a nail they do things that are intangible you cay easily live without them if netflix goes down i am sure there will not be any catastrophic event if some manufacturing companies goes down lets say the one that makes baby formula it could trigger a panic""",Misc./Spam
457,"""startups and bitcoin tech definitely hiring freeze at big tech companies maybenah you still get regular churnovers that free up positions especially now where ppl switch jobs every 2 yrs can you imagine a world without amazon google microsoft what are ppl gonna do switch to linux and roll with libra office and vim""",Misc./Spam
458,"""could coolper become the average new yorker’s dream hmm make that every ‘coffee lover’ can’t help but notice pixy’s here again a nice hands free it is""",Product/Subject
459,"""641 russell westbrook need this""",Misc./Spam
460,"""30meters per hour jezus i might just walk ps please include rough prices""",Product/Subject
461,"""i love the fact that you put “thinnest rick roll” and “can you legally employ a cat” on the search history even if it flashed on the screen for a second you are one of the only creators that put 100 effort and detail into their content keep it up""",Video Setup
462,"""thankyou for the effort you put into your videos you spend thousands on each video just for your fans respect""",Video Setup
463,"""install raid for free iosandroidpc and get a special starter pack available only for the next 30 days this is the best iphone accessory in 2022 like these wallpapers download them here iphone 14 magsafe accessories""",Video Setup
464,"""i might upgrade from my 11 pro to the 14 max i guess i don’t care enough to spend the money on the pro max but i want the bigger display and better battery life""",Video Setup
465,"""gotta say this is one of the best episodes of the series in a while i actually think every single one of these things would be something id go out to buy especially the led sign i finally am picking back up my plan to build my own pc and the flexibility of the sign adds a lot of well flexibility on how i want my endgame to turn out""",Video Setup
466,"""he seems like such a fun person omg “keep calm and smoke a joint” “let me teach you english” “tracy that’s a stupid question” “idk what school you’re going to but maybe you should change schools” im dead""",Video Setup
467,"""idk if this was intentional but i really like how he said “practice makes better” rather than “practice makes perfect”""",Video Setup
468,"""“have a drink or smoke a joint” thanks chef i’ll do both""",Video Setup
469,"""if you settle a lemon a great cheesecake and a chocolate soufflé in a circle and chant restauranteur three times in a mirror wolfgang puck will appear behind you""",Video Setup
470,"""another great video two thumbs up i know little to nothing about about motorcycle riding nevertheless the gcn team once again has brought another layer to overall world of cycling which for me makes even more interesting wishing the best for scott his team""",Video Setup
471,"""you are the only youtuber who compared these two phones for the first time thank you so much""",Video Setup
472,"""always here for u chris mad respect""",Video Setup
473,"""good video as usual""",Video Setup
474,"""the future of tech is looking more and more amazing""",Video Setup
475,"""the future of tech is soo beautiful""",Video Setup
476,"""good day future tech i noticed your excellent video and am impressed with your amazing sharing on products wed love to collab on a new product experience were working on what would be the best email to contact you""",Video Setup
477,"""enjoyed your video and i gave it a thumbs up for the support of your channel""",Video Setup
478,"""209 so im guessing when you make an ad for your product do you really want a guy sleeping right in the middle with an it is what it is pillow lol while everyone else is having fun 237 and that blistering scooter speed of 030 meters per hour i think you meant kilometers per hour all in all pretty cool stuff i like the coolper i can really see that taking off huupe seems to be novelty i can imagine the horror as soon as someone forgets there is a tv there and slams a ball only to shatter the device lol the life straw actually works ive seen several science channels take pond water and view it under a microscope then filter it and view it again it really does work but it does not filter out chemicals in the water just microparticles and microbes""",Video Setup
479,"""im over this channel because 90 of the products they feature in their videos are on kickstarter and honestly at this point they should change the name from kick starter to never starter lol im just saying as im also laughing my butt off because that was hella funny and its also hella true and yes it was also hella shady as well sorry i couldnt help myself anyway back to my point because trust me its a really good point and just in case youre still laughing let me get you back on track so like i said 90 of the products featured on this channel and its sister channel or products that are on kickstarter and about 80 to 90 of the products on kickstarter never even make it to market thats right you read that correct and my numbers are correct because i did my research so basically this channel future tech and its sister channel the future is now both channels are useless because over 90 of the products that they show you you will never ever be able to purchase so basically honestly its a waste of everybodys youtube time unless you like looking at videos that feature products and gadgets that will never come to market and that you will never be able to purchase seriously on being funny and sarcastic but also serious because honestly im so over it and im over this channel thats why i have unsubscribe and im telling everybody else to unsubscribe so have you unsubscribed please everybody unsubscribe because at this point in time future tech and the future is now and all those channels that display products that are on kickstarter and the keyword here is display because basically all the products are prototypes that are on display and the public will never be able to buy them because they will never come to market oh kickstarter oops im sorry i mean never starter oh my god im sorry i couldnt help myself because its still so funny lol but like i said these products never end up going to market and""",Video Setup
480,"""awesome""",Video Setup
481,"""this lady is awesome her voice makes my throat hurt but i could watch her for hours""",Video Setup
482,"""for all people after covid who want their smell back i did exactly what she described but went a step further and tried to smell back first smells i used to hate or made me want to puke i feel that it trully helped getting my smell back faster the hate in our brain is a true booster it just triggers something xd please let me know if it worked for you too wishing all a speed recovery 3""",Video Setup
483,"""it still blows my mind that companies have entire teams deciding whether or not a flavor is going to appeal to the masses and yet somehow swedish fish flavored oreos were still greenlit""",Video Setup
484,"""interesting note real wasabi is difficult to cultivate and package and ship it also grows only in a specific riverbank environment which makes real wasabi expensive and in low supply when young real wasabi is a bit sweet not spicy the wasabi that comes with your sushi dinner in america it is most often just horseradish with green food coloring this greendyed horseradish replacing actual wasabi is known in the food world as an ersatz or a replica food""",Video Setup
485,"""that “section of the tongue” theory is so funny to me because its what i was taught as a fact in my high school anatomy class and i was trying to test that out on my own and never could i would always taste every flavor no matter where it was in my mouth i have never heard anyone say it wasn’t true so it’s cool to hear now""",Video Setup
486,"""this woman is unbelievably amazing i want a phd in taste and i want her to be my professor i’m a lawyer and after this one video i’m prepared to quit and pursue taste""",Video Setup
487,"""what she said about the packaging affecting the taste is so true i always think delivery pizza smells so good and it’s the pizza in the cardboard box that makes it smell amazing just not the same without the box""",Video Setup
488,"""when i was a kid in kindergarten we did an experiment with that old fake five flavors taste zones thing and i never got it i could always taste everything on every part of my tongue i felt vindicated like two decades later when it came out that that was horsecrap but i cant exactly go rub it in my kindergarten teachers face can i""",Video Setup
489,"""the amount of people wired gets to interview is amazingall of them has the passion of the kinds of job they r doing idk if job is the right word to use when ua doing something what u love""",Video Setup
490,"""also the amount of carbonation to syrup isnt set in the soda machines and can be changed a soda with more carbonation is a dry soda a restaurant i loved would mix their own rootbeer syrup and you could ask for it to be a dry or sweetwhichever was your preference""",Video Setup
491,"""maybe its because i know shes an audiologist but she annunciates everything beautifully and speaks with an even sound level like she clearly works with the hearing impaired to naturally say every sound in a word to be heard as easily as possible""",Video Setup
492,"""i’m so glad she talked about how hearing aids are more complicated than just a mic and speaker as someone who has had two of them since i’ve been four i’ve had to explain that so many times also having automatic bluetooth ears is super cool""",Video Setup
493,"""my doctor also told me that our ears are self-cleaning but when i pressured her for some off-the-record advice she finally conceded that if i really really felt the need to clean inside my ear canal i could go ahead and use my elbows i just adore my doctor""",Video Setup
494,"""brilliant well-spoken well-enunciated and a welcoming and animated face great video i learned a lot""",Video Setup
495,"""the way i was hyped to do this i was born with hearing loss so i had to see many audiologists in my life so far people like her made my life so much easier her talking about hearing aids and clearing up misconceptions or even spreading knowledge made me smile ear to ear""",Video Setup
496,"""about earplugs at concerts there are a variety of frequency-balanced earplugs that protect your hearing while preserving the sound quality of the music eargasm and hearos are a couple of examples i highly recommend them""",Video Setup
497,"""as someone who has been to many loud concerts and been in infantry combat and is now nearing 60 you should wear hearing protection whenever you can same as sun protection for skin and sunglasses for your eyes""",Video Setup
498,"""honestly my main takeaway is that i’ve been saying tinnitus wrong my whole life""",Video Setup
499,"""loved this as someone who previously studied to be an audiologist in the past also just love all of the expert answers videos on this channel thanks wired and dr emily""",Video Setup
500,"""this was super fascinating although the part about the ear drum being able to self-repair was the most surprising to me""",Video Setup
501,"""the universal hate for printers is what unites humanity""",Video Setup
502,"""i suddenly gained immense amount of respect for dyson after watching this""",Video Setup
503,"""i'm just shocked and saddened that they've ignored the most significant vacuum cleaner advance the retractable cord""",Video Setup
504,"""you know you’ve made it in life when you can wear glasses like that with absolute conviction""",Video Setup
505,"""james dyson is actually giving really good advice here a lot of these types of Q&As give really generic advice""",Video Setup
506,"""its a printer lol doesnt even matter what kind of printer everyone can relate""",Video Setup
507,"""probably the best interview answers so far he leaps off the screen with his eloquent and articulate manner it is very apparent that he is simply a genius""",Video Setup
508,"""this was so entertaining i had no idea the person behind dyson was a true genuine and passionate inventor and to see him speak so nicely about independent designers and the unfair problems they face was amazing""",Video Setup
509,"""james dyson makes legendary household appliances like vacuums and hair dryers also james dyson loves his cast aluminum pencil sharper the little things in life""",Video Setup
510,"""i really wish we could see his full answers i imagine this was a much longer video that had to be edited down release the directors’ cut""",Video Setup
511,"""your videos make my weekend it is something perfect that i can watch with my 4-year-old what we have lunch and it distracts him because his mom is leaving to work your videos honestly are lifesavers thank you""",Video Setup
512,"""for all the coffee lovers don’t forget to check out cometeer and save 20 on your first order watch best gifts under 20""",Video Setup
513,"""the kablecard is by far my favorite item on this list when i first saw you have it on the channel i immediately bought it so easy to carry and being able to charge anything with it is great""",Video Setup
514,"""i just wanted to say thank you for making such amazing content we notice all the hard work you do and appreciate it so much""",Video Setup
515,"""as a specialty coffee lover those cometeer pods are amazing if i didn't enjoy the long process it takes to brew a fresh cup of coffee id 100 buy them all the time""",Video Setup
516,"""i wasn’t prepared for the immediate start lol""",Video Setup
517,"""thanks for consistently providing great videos every time i purchase a new device i come to your channel to find out the best products for it""",Video Setup
518,"<a href=""http://www.youtube.com/results?search_query=%23cropmacron"">#cropmacron</a>",Misc./Spam
519,"<a href=""http://www.youtube.com/results?search_query=%23cropmacron"">#cropmacron</a>",Misc./Spam
520,"<a href=""http://www.youtube.com/results?search_query=%23cropmacron"">#cropmacron</a>, let&#39;s do a campaign",Misc./Spam
521,"<a href=""http://www.youtube.com/results?search_query=%23cropmacron"">#cropmacron</a>",Misc./Spam
522,"<a href=""http://www.youtube.com/results?search_query=%23cropmacron"">#cropmacron</a>",Misc./Spam
523,"<a href=""http://www.youtube.com/results?search_query=%23cropmacron"">#cropmacron</a>",Misc./Spam
524,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=74"">1:14</a> 6.3 inch screen is not miny",Misc./Spam
525,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=388"">6:28</a> If you know you know...😉",Misc./Spam
526,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=122"">2:02</a> was that sarcasm ?",Misc./Spam
527,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=388"">6:28</a>🌚",Misc./Spam
528,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=63"">1:03</a> dark 💀",Misc./Spam
529,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=65"">1:05</a> 💀💀💀",Misc./Spam
530,"<a href=""https://www.youtube.com/watch?v=JcIC4Z_IThg"">https://youtu.be/JcIC4Z_IThg?si=8dN_CnR1OHOEppNn</a><br><br><br>Good video 😊<br>@A2Z lab <a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=27"">0:27</a>",Misc./Spam
531,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=217"">3:37</a> compare iqoo neo 10r with poco f6",Misc./Spam
532,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=395"">6:35</a> Need bride under 10 mins",Misc./Spam
533,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=217"">3:37</a> compare poco x7 pro",Misc./Spam
534,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=70"">1:10</a> what do u mean? I&#39;m 7&#39;7 inch.😉",Misc./Spam
535,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=390"">6:30</a> if you know you know",Misc./Spam
536,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=233"">3:53</a> Google pixel 9A will be launching in March",Misc./Spam
537,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=400"">6:40</a>  nothing phone here start only",Misc./Spam
538,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=394"">6:34</a>  iykyk",Misc./Spam
539,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=214"">3:34</a>  iqoo Neo 10r vs iphone 13 vs OnePlus 12r plz plz ❤❤",Misc./Spam
540,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=54"">0:54</a> &quot;if now then when&quot; 😂😂😅",Misc./Spam
541,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=396"">6:36</a> heres what you are here for",Misc./Spam
542,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=70"">1:10</a> 😂😂",Misc./Spam
543,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=393"">6:33</a> GF 😅",Misc./Spam
544,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=244"">4:04</a> pixel 6a looks good among all",Misc./Spam
545,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=30"">0:30</a> pixel 9a, who&#39;s ready for that? 😂😊",Misc./Spam
546,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=218"">3:38</a> iQOO neo 10r vs Nothing phone 3a and 3pro",Misc./Spam
547,"<a href=""https://www.youtube.com/watch?v=bw56cXnw1Fg&amp;t=514"">8:34</a>  Nothing phone 3",Misc./Spam
548,"<a href=""https://www.youtube.com/watch?v=Z7iBFklVU_I&amp;t=713"">11:53</a> anyone if you’re seeing this honey is a scam and he himself said that so DO NOT use honey",Misc./Spam
